476	redtp	OTL	OTL	2.417	SR	Irradiated-color diamond	Page 84
477	redtp	OTL	OTL	2.417	SR	Synthetic diamond	Page 85
478	redtp	OTL	OTL	2.150	SR	CZ (synthetic cubic zirconia)	Page 86
479	redtp	OTL	OTL	1.925 to 1.984 (high type) 1.810 to 1.815 (low type) 	DR	Zircon	Page 86
480	redtp	OTL	OTL	1.970	SR	GGG (gadolinium gallium garnet)	Page 87
481	redtp	OTL	OTL	1.833	SR	YAG (yttrium aluminum garnet)	Page 86
482	redtp	OTL	OTL	1.810	SR	Spessartine garnet	Page 87
483	redtp	1.782	OTL	1.782 to OTL range	SR	Almandine garnet	Page 87
484	redtp	1.78	OTL	1.780 to OTL range	SR	Almandine garnet	Page 87
485	redtp	OTL	OTL	1.810 (can go as low as 1.79) 	SR	Spessartine garnet	Page 87
486	redtp	1.762	1.77	1.762 to 1.770	DR	Corundum; ruby, fancy sapphire	Page 88
487	redtp	1.762	OTL	1.762 to OTL 	DR	Corundum, lattice diffusion treated	Page 89
488	redtp	1.762	1.77	1.762 to 1.770	DR	Synthetic corundum; synthetic ruby, synthetic fancy sapphire	Pages 90 to 92
489	redtp	1.762	OTL	1.762 to OTL 	DR	Corundum with synthetic ruby over- growth	Page 94
490	redtp	1.762	1.77	1.762 to 1.770	DR	Corundum, color-change sapphire	Page 95
491	redtp	1.762	1.77	1.762 to 1.770	DR	Synthetic corundum, synthetic color- change sapphire	Page 95
492	redtp	1.75	1.78	1.750 to 1.780 range	SR	Pyrope-spessartine garnet (including “malaya,” color-change)	Page 96
493	redtp	1.75	1.78	1.750 to 1.780 range	SR	Pyrope-almandine garnet (including rhodolite)	Page 96
494	redtp	1.746	1.755	1.746 to 1.755	DR	Alexandrite chrysoberyl	Page 97
495	redtp	1.746	1.755	1.746 to 1.755	DR	Synthetic alexandrite chrysoberyl	Page 98
496	redtp	1.733	1.747	1.733 to 1.747	DR	Rhodonite (single-crystal)	Page 99
497	redtp	1.73	1.75	1.730 to 1.750 range	SR	Pyrope garnet	Page 99
498	redtp	1.722	1.722	1.722 (red) 1.728 (pink) 	SR	Flame-fusion synthetic spinel	Page 100
499	redtp	1.719	1.719	1.719	SR	Flux-grown synthetic spinel	Page 100
500	redtp	1.718	1.718	1.718	SR	Spinel	Page 101
501	redtp	1.719	1.723	1.719 to 1.723	DR	Taaffeite	Page 101
502	redtp	1.691	1.7	1.691 to 1.700	DR	Zoisite, tanzanite	Page 102
503	redtp	1.66	1.676	1.660 to 1.676	DR	Kunzite spodumene	Page 102
504	redtp	1.634	1.643	1.634 to 1.643	DR	Andalusite	Page 102
505	redtp	1.634	1.638	1.634 to 1.638	DR	Apatite	Page 103
506	redtp	1.63	1.636	1.630 to 1.636	DR	Danburite	Page 103
507	redtp	1.629	1.637	1.629 to 1.637	DR	Topaz	Page 103
508	redtp	1.624	1.644	1.624 to 1.644	DR	Tourmaline (including parti-colored)	Page 104
509	redtp	1.608	1.617	1.608 to 1.617	DR	Pezzottaite	Page 105
510	redtp	1.47	1.7	1.470 to 1.700 range	SR	Glass	Page 113
511	redtp	1.597	1.817	1.597 to 1.817 (OTL)  (BB)	DR (BB)	Rhodochrosite (single crystal)	Page 105
512	redtp	1.583	1.59	1.583 to 1.590	DR	Beryl, morganite	Page 106
513	redtp	1.571	1.578	1.571 to 1.578	DR	Hydrothermal synthetic red and pink beryl	Page 106
514	redtp	1.566	1.572	1.566 to 1.572	DR	Red beryl	Page 107
515	redtp	1.559	1.568	1.559 to 1.568	DR	Labradorite feldspar (sunstone)	Page 107
516	redtp	1.55	1.564	1.550 to 1.564	DR	Scapolite	Page 108
517	redtp	1.544	1.553	1.544 to 1.553	DR	Quartz, amethyst	Page 108
518	redtp	1.544	1.553	1.544 to 1.553	DR	Quartz, ametrine	Page 109
519	redtp	1.544	1.553	1.544 to 1.553	DR	Synthetic quartz, synthetic amethyst	Page 109
520	redtp	1.544	1.553	1.544 to 1.553	DR	Synthetic quartz, synthetic ametrine	Page 110
521	redtp	1.544	1.553	1.544 to 1.553	DR	Rose quartz	Page 110
522	redtp	1.544	1.553	1.544 to 1.553	DR	Synthetic pink quartz	Page 110
523	redtp	1.544	1.553	1.544 to 1.553	DR	Quench-crackled dyed quartz	Page 111
524	redtp	1.47	1.7	1.470 to 1.700 range	SR	Glass	Page 113
525	redtp	1.486	1.658	1.486 to 1.658	DR or AGG (BB)	Calcite	Page 111
526	redtp	1.45	1.45	1.450	SR	Opal	Page 111
527	redtp	1.434	1.434	1.434	SR	Fluorite	Page 112
528	redtp	1.43	1.47	1.430 to 1.470 range	SR	Synthetic opal	Page 112
529	redtp	1.47	1.7	1.470 to 1.700 range	SR	Glass	Page 113
